region_count,nuclei_count,weak_count,medium_count,strong_count,positive_nuclei_count,tissue_pixels,positive_pixels,positive_area_pct,positive_nuclei_pct,weak_1plus_pct,medium_2plus_pct,strong_3plus_pct,pred_intensity_score,pred_percent_score,pred_final_score,pred_expression,relative_dir,file,source_image,image_path
112,96,89,16,7,96,62237,15557,25.0,100.0,79.46,14.29,6.25,2,3,6,high,1,DNMT3A_2428_block2.jpg_x2048_y1792.jpg,DNMT3A_2428_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2428_block2.jpg_x2048_y1792.jpg
57,72,42,7,8,70,62241,10321,16.58,97.22,73.68,12.28,14.04,3,3,9,high,1,DNMT3A_2428_block2.jpg_x2048_y2048.jpg,DNMT3A_2428_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2428_block2.jpg_x2048_y2048.jpg
66,77,39,17,10,73,60851,10059,16.53,94.81,59.09,25.76,15.15,3,3,9,high,1,DNMT3A_2428_block2.jpg_x2048_y2304.jpg,DNMT3A_2428_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2428_block2.jpg_x2048_y2304.jpg
104,98,73,15,16,97,62226,11973,19.24,98.98,70.19,14.42,15.38,3,3,9,high,1,DNMT3A_2428_block2.jpg_x2048_y512.jpg,DNMT3A_2428_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2428_block2.jpg_x2048_y512.jpg
81,86,60,13,8,86,62205,11679,18.78,100.0,74.07,16.05,9.88,2,3,6,high,1,DNMT3A_2428_block2.jpg_x2048_y768.jpg,DNMT3A_2428_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2428_block2.jpg_x2048_y768.jpg
106,92,69,28,9,92,62222,13933,22.39,100.0,65.09,26.42,8.49,2,3,6,high,1,DNMT3A_2428_block2.jpg_x2304_y1024.jpg,DNMT3A_2428_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2428_block2.jpg_x2304_y1024.jpg
96,96,66,17,13,93,62242,13672,21.97,96.88,68.75,17.71,13.54,3,3,9,high,1,DNMT3A_2428_block2.jpg_x2304_y1280.jpg,DNMT3A_2428_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2428_block2.jpg_x2304_y1280.jpg
51,72,41,6,4,70,61934,9249,14.93,97.22,80.39,11.76,7.84,2,3,6,high,1,DNMT3A_2428_block2.jpg_x2304_y1536.jpg,DNMT3A_2428_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2428_block2.jpg_x2304_y1536.jpg
77,87,55,12,10,83,62184,13345,21.46,95.4,71.43,15.58,12.99,3,3,9,high,1,DNMT3A_2428_block2.jpg_x2304_y1792.jpg,DNMT3A_2428_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2428_block2.jpg_x2304_y1792.jpg
45,79,39,6,0,76,55701,10653,19.13,96.2,86.67,13.33,0.0,2,3,6,high,1,DNMT3A_2428_block2.jpg_x2304_y2048.jpg,DNMT3A_2428_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2428_block2.jpg_x2304_y2048.jpg
28,32,20,8,0,31,18059,4417,24.46,96.88,71.43,28.57,0.0,2,3,6,high,1,DNMT3A_2428_block2.jpg_x2304_y2304.jpg,DNMT3A_2428_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2428_block2.jpg_x2304_y2304.jpg
44,52,26,14,4,52,30385,5997,19.74,100.0,59.09,31.82,9.09,2,3,6,high,1,DNMT3A_2428_block2.jpg_x2304_y512.jpg,DNMT3A_2428_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2428_block2.jpg_x2304_y512.jpg
110,112,81,21,8,112,62228,14876,23.91,100.0,73.64,19.09,7.27,2,3,6,high,1,DNMT3A_2428_block2.jpg_x2304_y768.jpg,DNMT3A_2428_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2428_block2.jpg_x2304_y768.jpg
59,65,36,15,8,65,38266,6569,17.17,100.0,61.02,25.42,13.56,3,3,9,high,1,DNMT3A_2428_block2.jpg_x2560_y1024.jpg,DNMT3A_2428_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2428_block2.jpg_x2560_y1024.jpg
92,94,61,26,5,93,51776,11378,21.98,98.94,66.3,28.26,5.43,2,3,6,high,1,DNMT3A_2428_block2.jpg_x2560_y1280.jpg,DNMT3A_2428_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2428_block2.jpg_x2560_y1280.jpg
80,82,53,18,9,81,47344,10445,22.06,98.78,66.25,22.5,11.25,3,3,9,high,1,DNMT3A_2428_block2.jpg_x2560_y1536.jpg,DNMT3A_2428_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2428_block2.jpg_x2560_y1536.jpg
42,47,28,11,3,47,29228,5372,18.38,100.0,66.67,26.19,7.14,2,3,6,high,1,DNMT3A_2428_block2.jpg_x2560_y1792.jpg,DNMT3A_2428_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2428_block2.jpg_x2560_y1792.jpg
31,43,9,13,9,38,60837,6596,10.84,88.37,29.03,41.94,29.03,3,3,9,high,1,DNMT3A_2428_block2.jpg_x256_y1536.jpg,DNMT3A_2428_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2428_block2.jpg_x256_y1536.jpg
43,49,19,9,15,48,62249,5694,9.15,97.96,44.19,20.93,34.88,3,3,9,high,1,DNMT3A_2428_block2.jpg_x512_y1024.jpg,DNMT3A_2428_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2428_block2.jpg_x512_y1024.jpg
58,77,41,9,8,77,62219,9391,15.09,100.0,70.69,15.52,13.79,3,3,9,high,1,DNMT3A_2428_block2.jpg_x512_y1280.jpg,DNMT3A_2428_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2428_block2.jpg_x512_y1280.jpg
41,71,19,7,15,65,62200,5481,8.81,91.55,46.34,17.07,36.59,3,3,9,high,1,DNMT3A_2428_block2.jpg_x512_y1536.jpg,DNMT3A_2428_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2428_block2.jpg_x512_y1536.jpg
33,44,11,10,12,43,61847,3710,6.0,97.73,33.33,30.3,36.36,3,3,9,high,1,DNMT3A_2428_block2.jpg_x512_y1792.jpg,DNMT3A_2428_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2428_block2.jpg_x512_y1792.jpg
53,67,33,12,8,63,61823,9561,15.47,94.03,62.26,22.64,15.09,3,3,9,high,1,DNMT3A_2428_block2.jpg_x512_y2048.jpg,DNMT3A_2428_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2428_block2.jpg_x512_y2048.jpg
24,35,17,4,3,32,25700,4870,18.95,91.43,70.83,16.67,12.5,3,3,9,high,1,DNMT3A_2428_block2.jpg_x512_y2304.jpg,DNMT3A_2428_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2428_block2.jpg_x512_y2304.jpg
45,59,22,18,5,55,62248,6844,10.99,93.22,48.89,40.0,11.11,3,3,9,high,1,DNMT3A_2428_block2.jpg_x512_y768.jpg,DNMT3A_2428_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2428_block2.jpg_x512_y768.jpg
96,96,54,23,19,96,62241,11358,18.25,100.0,56.25,23.96,19.79,3,3,9,high,1,DNMT3A_2428_block2.jpg_x768_y1024.jpg,DNMT3A_2428_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2428_block2.jpg_x768_y1024.jpg
96,91,64,21,11,91,62172,12421,19.98,100.0,66.67,21.88,11.46,3,3,9,high,1,DNMT3A_2428_block2.jpg_x768_y1280.jpg,DNMT3A_2428_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2428_block2.jpg_x768_y1280.jpg
61,75,31,10,20,70,62162,6548,10.53,93.33,50.82,16.39,32.79,3,3,9,high,1,DNMT3A_2428_block2.jpg_x768_y1536.jpg,DNMT3A_2428_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2428_block2.jpg_x768_y1536.jpg
59,77,41,11,7,73,62187,9533,15.33,94.81,69.49,18.64,11.86,3,3,9,high,1,DNMT3A_2428_block2.jpg_x768_y1792.jpg,DNMT3A_2428_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2428_block2.jpg_x768_y1792.jpg
0,100,0,0,0,96,62253,0,0.0,96.0,0.0,0.0,0.0,1,3,3,low,1,DNMT3A_2428_block2.jpg_x768_y2048.jpg,DNMT3A_2428_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2428_block2.jpg_x768_y2048.jpg
73,70,46,16,11,65,60440,10394,17.2,92.86,63.01,21.92,15.07,3,3,9,high,1,DNMT3A_2428_block2.jpg_x768_y2304.jpg,DNMT3A_2428_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2428_block2.jpg_x768_y2304.jpg
40,51,25,6,9,47,33465,4656,13.91,92.16,62.5,15.0,22.5,3,3,9,high,1,DNMT3A_2428_block2.jpg_x768_y256.jpg,DNMT3A_2428_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2428_block2.jpg_x768_y256.jpg
74,90,40,17,17,89,62223,10313,16.57,98.89,54.05,22.97,22.97,3,3,9,high,1,DNMT3A_2428_block2.jpg_x768_y512.jpg,DNMT3A_2428_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2428_block2.jpg_x768_y512.jpg
78,78,49,17,12,77,60501,9394,15.53,98.72,62.82,21.79,15.38,3,3,9,high,1,DNMT3A_2428_block2.jpg_x768_y768.jpg,DNMT3A_2428_block2.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2428_block2.jpg_x768_y768.jpg
60,58,46,11,3,58,61716,17672,28.63,100.0,76.67,18.33,5.0,2,3,6,high,1,DNMT3A_2805_block1.jpg_x1024_y1024.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x1024_y1024.jpg
64,54,45,17,2,54,61744,17648,28.58,100.0,70.31,26.56,3.12,2,3,6,high,1,DNMT3A_2805_block1.jpg_x1024_y1280.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x1024_y1280.jpg
51,52,43,5,3,52,60734,17509,28.83,100.0,84.31,9.8,5.88,2,3,6,high,1,DNMT3A_2805_block1.jpg_x1024_y1536.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x1024_y1536.jpg
61,67,46,10,5,67,60581,16709,27.58,100.0,75.41,16.39,8.2,2,3,6,high,1,DNMT3A_2805_block1.jpg_x1024_y1792.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x1024_y1792.jpg
34,52,30,2,2,51,59101,16274,27.54,98.08,88.24,5.88,5.88,2,3,6,high,1,DNMT3A_2805_block1.jpg_x1024_y2048.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x1024_y2048.jpg
59,59,44,11,4,59,56589,8958,15.83,100.0,74.58,18.64,6.78,2,3,6,high,1,DNMT3A_2805_block1.jpg_x1024_y2304.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x1024_y2304.jpg
62,64,49,12,1,64,58380,16774,28.73,100.0,79.03,19.35,1.61,2,3,6,high,1,DNMT3A_2805_block1.jpg_x1024_y256.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x1024_y256.jpg
95,84,86,6,3,84,55841,12856,23.02,100.0,90.53,6.32,3.16,1,3,3,low,1,DNMT3A_2805_block1.jpg_x1024_y2560.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x1024_y2560.jpg
83,57,64,14,5,57,61806,17877,28.92,100.0,77.11,16.87,6.02,2,3,6,high,1,DNMT3A_2805_block1.jpg_x1024_y512.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x1024_y512.jpg
57,54,43,11,3,54,60580,17601,29.05,100.0,75.44,19.3,5.26,2,3,6,high,1,DNMT3A_2805_block1.jpg_x1024_y768.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x1024_y768.jpg
13,17,10,3,0,17,11935,3450,28.91,100.0,76.92,23.08,0.0,2,3,6,high,1,DNMT3A_2805_block1.jpg_x1280_y0.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x1280_y0.jpg
51,46,42,5,4,46,58470,17121,29.28,100.0,82.35,9.8,7.84,2,3,6,high,1,DNMT3A_2805_block1.jpg_x1280_y1024.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x1280_y1024.jpg
54,51,44,10,0,51,60699,17206,28.35,100.0,81.48,18.52,0.0,2,3,6,high,1,DNMT3A_2805_block1.jpg_x1280_y1280.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x1280_y1280.jpg
59,55,53,5,1,55,59936,17104,28.54,100.0,89.83,8.47,1.69,2,3,6,high,1,DNMT3A_2805_block1.jpg_x1280_y1536.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x1280_y1536.jpg
60,66,48,8,4,66,60995,16590,27.2,100.0,80.0,13.33,6.67,2,3,6,high,1,DNMT3A_2805_block1.jpg_x1280_y1792.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x1280_y1792.jpg
43,51,40,2,1,51,58258,16931,29.06,100.0,93.02,4.65,2.33,1,3,3,low,1,DNMT3A_2805_block1.jpg_x1280_y2048.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x1280_y2048.jpg
61,67,49,10,2,67,57455,16454,28.64,100.0,80.33,16.39,3.28,2,3,6,high,1,DNMT3A_2805_block1.jpg_x1280_y2304.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x1280_y2304.jpg
52,58,45,4,3,58,58558,16442,28.08,100.0,86.54,7.69,5.77,2,3,6,high,1,DNMT3A_2805_block1.jpg_x1280_y256.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x1280_y256.jpg
93,72,69,15,9,72,62209,13624,21.9,100.0,74.19,16.13,9.68,2,3,6,high,1,DNMT3A_2805_block1.jpg_x1280_y2560.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x1280_y2560.jpg
63,62,33,22,8,62,62162,17870,28.75,100.0,52.38,34.92,12.7,3,3,9,high,1,DNMT3A_2805_block1.jpg_x1280_y512.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x1280_y512.jpg
46,41,37,5,4,41,61421,17926,29.19,100.0,80.43,10.87,8.7,2,3,6,high,1,DNMT3A_2805_block1.jpg_x1280_y768.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x1280_y768.jpg
14,12,8,5,1,12,10769,3092,28.71,100.0,57.14,35.71,7.14,2,3,6,high,1,DNMT3A_2805_block1.jpg_x1536_y0.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x1536_y0.jpg
46,47,41,3,2,46,60982,17632,28.91,97.87,89.13,6.52,4.35,1,3,3,low,1,DNMT3A_2805_block1.jpg_x1536_y1024.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x1536_y1024.jpg
62,52,45,12,5,52,61230,17240,28.16,100.0,72.58,19.35,8.06,2,3,6,high,1,DNMT3A_2805_block1.jpg_x1536_y1280.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x1536_y1280.jpg
67,56,50,13,4,56,62171,17439,28.05,100.0,74.63,19.4,5.97,2,3,6,high,1,DNMT3A_2805_block1.jpg_x1536_y1536.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x1536_y1536.jpg
49,49,45,2,2,49,60035,17002,28.32,100.0,91.84,4.08,4.08,2,3,6,high,1,DNMT3A_2805_block1.jpg_x1536_y1792.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x1536_y1792.jpg
44,57,38,2,4,57,60083,17423,29.0,100.0,86.36,4.55,9.09,2,3,6,high,1,DNMT3A_2805_block1.jpg_x1536_y2048.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x1536_y2048.jpg
49,55,37,8,4,55,56409,12615,22.36,100.0,75.51,16.33,8.16,2,3,6,high,1,DNMT3A_2805_block1.jpg_x1536_y2304.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x1536_y2304.jpg
47,44,36,9,2,44,60207,17577,29.19,100.0,76.6,19.15,4.26,2,3,6,high,1,DNMT3A_2805_block1.jpg_x1536_y256.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x1536_y256.jpg
85,83,67,16,2,83,62212,16393,26.35,100.0,78.82,18.82,2.35,2,3,6,high,1,DNMT3A_2805_block1.jpg_x1536_y2560.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x1536_y2560.jpg
48,39,39,5,4,39,59267,16638,28.07,100.0,81.25,10.42,8.33,2,3,6,high,1,DNMT3A_2805_block1.jpg_x1536_y512.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x1536_y512.jpg
43,43,30,9,4,43,60798,17814,29.3,100.0,69.77,20.93,9.3,2,3,6,high,1,DNMT3A_2805_block1.jpg_x1536_y768.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x1536_y768.jpg
69,56,43,20,6,56,62206,17677,28.42,100.0,62.32,28.99,8.7,2,3,6,high,1,DNMT3A_2805_block1.jpg_x1792_y1024.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x1792_y1024.jpg
63,61,58,1,4,61,61237,17402,28.42,100.0,92.06,1.59,6.35,1,3,3,low,1,DNMT3A_2805_block1.jpg_x1792_y1280.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x1792_y1280.jpg
65,53,46,14,5,53,59845,16953,28.33,100.0,70.77,21.54,7.69,2,3,6,high,1,DNMT3A_2805_block1.jpg_x1792_y1536.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x1792_y1536.jpg
62,55,50,11,1,55,60984,17190,28.19,100.0,80.65,17.74,1.61,2,3,6,high,1,DNMT3A_2805_block1.jpg_x1792_y1792.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x1792_y1792.jpg
46,49,42,3,1,49,57464,16529,28.76,100.0,91.3,6.52,2.17,1,3,3,low,1,DNMT3A_2805_block1.jpg_x1792_y2048.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x1792_y2048.jpg
59,45,46,10,3,45,51820,8788,16.96,100.0,77.97,16.95,5.08,2,3,6,high,1,DNMT3A_2805_block1.jpg_x1792_y2304.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x1792_y2304.jpg
40,44,32,8,0,44,55104,14584,26.47,100.0,80.0,20.0,0.0,2,3,6,high,1,DNMT3A_2805_block1.jpg_x1792_y256.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x1792_y256.jpg
67,64,56,10,1,64,51806,14329,27.66,100.0,83.58,14.93,1.49,2,3,6,high,1,DNMT3A_2805_block1.jpg_x1792_y2560.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x1792_y2560.jpg
51,56,44,5,2,56,60909,17724,29.1,100.0,86.27,9.8,3.92,2,3,6,high,1,DNMT3A_2805_block1.jpg_x1792_y512.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x1792_y512.jpg
46,36,36,6,4,36,60550,17766,29.34,100.0,78.26,13.04,8.7,2,3,6,high,1,DNMT3A_2805_block1.jpg_x1792_y768.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x1792_y768.jpg
67,57,43,20,4,57,62234,17911,28.78,100.0,64.18,29.85,5.97,2,3,6,high,1,DNMT3A_2805_block1.jpg_x2048_y1024.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x2048_y1024.jpg
64,60,41,19,4,60,62158,17794,28.63,100.0,64.06,29.69,6.25,2,3,6,high,1,DNMT3A_2805_block1.jpg_x2048_y1280.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x2048_y1280.jpg
62,67,35,21,6,67,60486,17153,28.36,100.0,56.45,33.87,9.68,2,3,6,high,1,DNMT3A_2805_block1.jpg_x2048_y1536.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x2048_y1536.jpg
67,64,49,14,4,64,62236,17500,28.12,100.0,73.13,20.9,5.97,2,3,6,high,1,DNMT3A_2805_block1.jpg_x2048_y1792.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x2048_y1792.jpg
59,69,49,6,4,69,57437,15931,27.74,100.0,83.05,10.17,6.78,2,3,6,high,1,DNMT3A_2805_block1.jpg_x2048_y2048.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x2048_y2048.jpg
120,54,107,9,4,54,57464,13646,23.75,100.0,89.17,7.5,3.33,2,3,6,high,1,DNMT3A_2805_block1.jpg_x2048_y2304.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x2048_y2304.jpg
35,33,29,3,3,33,29725,5088,17.12,100.0,82.86,8.57,8.57,2,3,6,high,1,DNMT3A_2805_block1.jpg_x2048_y256.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x2048_y256.jpg
36,45,29,3,4,45,61422,17818,29.01,100.0,80.56,8.33,11.11,2,3,6,high,1,DNMT3A_2805_block1.jpg_x2048_y512.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x2048_y512.jpg
59,46,48,5,6,46,61982,18224,29.4,100.0,81.36,8.47,10.17,2,3,6,high,1,DNMT3A_2805_block1.jpg_x2048_y768.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x2048_y768.jpg
33,38,27,3,3,38,58520,17179,29.36,100.0,81.82,9.09,9.09,2,3,6,high,1,DNMT3A_2805_block1.jpg_x2304_y1024.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x2304_y1024.jpg
61,53,48,9,4,53,61119,17443,28.54,100.0,78.69,14.75,6.56,2,3,6,high,1,DNMT3A_2805_block1.jpg_x2304_y1280.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x2304_y1280.jpg
64,64,55,5,4,64,62188,17226,27.7,100.0,85.94,7.81,6.25,2,3,6,high,1,DNMT3A_2805_block1.jpg_x2304_y1536.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x2304_y1536.jpg
43,43,32,7,4,43,55766,14441,25.9,100.0,74.42,16.28,9.3,2,3,6,high,1,DNMT3A_2805_block1.jpg_x2304_y1792.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x2304_y1792.jpg
69,62,60,5,4,62,56238,11263,20.03,100.0,86.96,7.25,5.8,2,3,6,high,1,DNMT3A_2805_block1.jpg_x2304_y2048.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x2304_y2048.jpg
62,47,55,3,4,47,33959,8127,23.93,100.0,88.71,4.84,6.45,2,3,6,high,1,DNMT3A_2805_block1.jpg_x2304_y2304.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x2304_y2304.jpg
16,18,14,2,0,18,32650,7398,22.66,100.0,87.5,12.5,0.0,1,3,3,low,1,DNMT3A_2805_block1.jpg_x2304_y512.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\1\DNMT3A_2805_block1.jpg_x2304_y512.jpg
