region_count,nuclei_count,weak_count,medium_count,strong_count,positive_nuclei_count,tissue_pixels,positive_pixels,positive_area_pct,positive_nuclei_pct,weak_1plus_pct,medium_2plus_pct,strong_3plus_pct,pred_intensity_score,pred_percent_score,pred_final_score,pred_expression,relative_dir,file,source_image,image_path
33,52,29,2,2,52,36832,10161,27.59,100.0,87.88,6.06,6.06,2,3,6,high,0,DNMT3A_2428_block1.jpg_x2560_y1792.jpg,DNMT3A_2428_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_2428_block1.jpg_x2560_y1792.jpg
40,29,26,11,3,29,22185,5725,25.81,100.0,65.0,27.5,7.5,2,3,6,high,0,DNMT3A_2428_block1.jpg_x2560_y2048.jpg,DNMT3A_2428_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_2428_block1.jpg_x2560_y2048.jpg
93,61,75,11,7,61,60409,16193,26.81,100.0,80.65,11.83,7.53,2,3,6,high,0,DNMT3A_2428_block1.jpg_x256_y1024.jpg,DNMT3A_2428_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_2428_block1.jpg_x256_y1024.jpg
61,61,54,3,4,61,60545,16590,27.4,100.0,88.52,4.92,6.56,2,3,6,high,0,DNMT3A_2428_block1.jpg_x256_y1280.jpg,DNMT3A_2428_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_2428_block1.jpg_x256_y1280.jpg
83,57,48,30,5,57,57027,14754,25.87,100.0,57.83,36.14,6.02,2,3,6,high,0,DNMT3A_2428_block1.jpg_x256_y1536.jpg,DNMT3A_2428_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_2428_block1.jpg_x256_y1536.jpg
92,63,55,31,6,63,60498,15855,26.21,100.0,59.78,33.7,6.52,2,3,6,high,0,DNMT3A_2428_block1.jpg_x256_y1792.jpg,DNMT3A_2428_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_2428_block1.jpg_x256_y1792.jpg
57,45,37,17,3,45,35708,9025,25.27,100.0,64.91,29.82,5.26,2,3,6,high,0,DNMT3A_2428_block1.jpg_x256_y2048.jpg,DNMT3A_2428_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_2428_block1.jpg_x256_y2048.jpg
41,41,29,5,7,41,40487,11374,28.09,100.0,70.73,12.2,17.07,3,3,9,high,0,DNMT3A_2428_block1.jpg_x256_y768.jpg,DNMT3A_2428_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_2428_block1.jpg_x256_y768.jpg
76,57,72,2,2,57,62216,16747,26.92,100.0,94.74,2.63,2.63,1,3,3,low,0,DNMT3A_2428_block1.jpg_x512_y1024.jpg,DNMT3A_2428_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_2428_block1.jpg_x512_y1024.jpg
105,73,81,19,5,73,62239,16483,26.48,100.0,77.14,18.1,4.76,2,3,6,high,0,DNMT3A_2428_block1.jpg_x512_y1280.jpg,DNMT3A_2428_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_2428_block1.jpg_x512_y1280.jpg
92,56,51,36,5,56,61752,16708,27.06,100.0,55.43,39.13,5.43,2,3,6,high,0,DNMT3A_2428_block1.jpg_x512_y1536.jpg,DNMT3A_2428_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_2428_block1.jpg_x512_y1536.jpg
80,62,58,17,5,62,62249,16695,26.82,100.0,72.5,21.25,6.25,2,3,6,high,0,DNMT3A_2428_block1.jpg_x512_y1792.jpg,DNMT3A_2428_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_2428_block1.jpg_x512_y1792.jpg
53,67,45,5,3,67,59720,17235,28.86,100.0,84.91,9.43,5.66,2,3,6,high,0,DNMT3A_2428_block1.jpg_x512_y2048.jpg,DNMT3A_2428_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_2428_block1.jpg_x512_y2048.jpg
13,10,12,1,0,10,8507,2297,27.0,100.0,92.31,7.69,0.0,1,3,3,low,0,DNMT3A_2428_block1.jpg_x512_y256.jpg,DNMT3A_2428_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_2428_block1.jpg_x512_y256.jpg
75,72,60,10,5,72,56830,9465,16.65,100.0,80.0,13.33,6.67,2,3,6,high,0,DNMT3A_2428_block1.jpg_x512_y512.jpg,DNMT3A_2428_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_2428_block1.jpg_x512_y512.jpg
78,60,50,22,6,60,62249,16924,27.19,100.0,64.1,28.21,7.69,2,3,6,high,0,DNMT3A_2428_block1.jpg_x512_y768.jpg,DNMT3A_2428_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_2428_block1.jpg_x512_y768.jpg
88,85,65,16,7,85,62255,16639,26.73,100.0,73.86,18.18,7.95,2,3,6,high,0,DNMT3A_2428_block1.jpg_x768_y1024.jpg,DNMT3A_2428_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_2428_block1.jpg_x768_y1024.jpg
83,69,71,6,6,69,62235,17073,27.43,100.0,85.54,7.23,7.23,2,3,6,high,0,DNMT3A_2428_block1.jpg_x768_y1280.jpg,DNMT3A_2428_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_2428_block1.jpg_x768_y1280.jpg
106,95,83,17,6,95,62232,16612,26.69,100.0,78.3,16.04,5.66,2,3,6,high,0,DNMT3A_2428_block1.jpg_x768_y1536.jpg,DNMT3A_2428_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_2428_block1.jpg_x768_y1536.jpg
109,91,84,21,4,91,62126,16484,26.53,100.0,77.06,19.27,3.67,2,3,6,high,0,DNMT3A_2428_block1.jpg_x768_y1792.jpg,DNMT3A_2428_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_2428_block1.jpg_x768_y1792.jpg
58,53,53,2,3,53,60654,16957,27.96,100.0,91.38,3.45,5.17,1,3,3,low,0,DNMT3A_2428_block1.jpg_x768_y2048.jpg,DNMT3A_2428_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_2428_block1.jpg_x768_y2048.jpg
18,36,17,1,0,36,45081,11692,25.94,100.0,94.44,5.56,0.0,1,3,3,low,0,DNMT3A_2428_block1.jpg_x768_y2304.jpg,DNMT3A_2428_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_2428_block1.jpg_x768_y2304.jpg
59,59,52,6,1,59,44572,12582,28.23,100.0,88.14,10.17,1.69,2,3,6,high,0,DNMT3A_2428_block1.jpg_x768_y256.jpg,DNMT3A_2428_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_2428_block1.jpg_x768_y256.jpg
74,67,66,5,3,67,61988,12824,20.69,100.0,89.19,6.76,4.05,2,3,6,high,0,DNMT3A_2428_block1.jpg_x768_y512.jpg,DNMT3A_2428_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_2428_block1.jpg_x768_y512.jpg
79,70,51,19,9,70,61083,16846,27.58,100.0,64.56,24.05,11.39,3,3,9,high,0,DNMT3A_2428_block1.jpg_x768_y768.jpg,DNMT3A_2428_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_2428_block1.jpg_x768_y768.jpg
60,58,46,11,3,58,61716,17672,28.63,100.0,76.67,18.33,5.0,2,3,6,high,0,DNMT3A_2805_block1.jpg_x1024_y1024.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_2805_block1.jpg_x1024_y1024.jpg
64,54,45,17,2,54,61744,17648,28.58,100.0,70.31,26.56,3.12,2,3,6,high,0,DNMT3A_2805_block1.jpg_x1024_y1280.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_2805_block1.jpg_x1024_y1280.jpg
57,54,43,11,3,54,60580,17601,29.05,100.0,75.44,19.3,5.26,2,3,6,high,0,DNMT3A_2805_block1.jpg_x1024_y768.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_2805_block1.jpg_x1024_y768.jpg
63,62,33,22,8,62,62162,17870,28.75,100.0,52.38,34.92,12.7,3,3,9,high,0,DNMT3A_2805_block1.jpg_x1280_y512.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_2805_block1.jpg_x1280_y512.jpg
69,56,43,20,6,56,62206,17677,28.42,100.0,62.32,28.99,8.7,2,3,6,high,0,DNMT3A_2805_block1.jpg_x1792_y1024.jpg,DNMT3A_2805_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_2805_block1.jpg_x1792_y1024.jpg
99,39,0,50,49,39,62256,16434,26.4,100.0,0.0,50.51,49.49,3,3,9,high,0,DNMT3A_2898_block1.jpg_x2304_y1024.jpg,DNMT3A_2898_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_2898_block1.jpg_x2304_y1024.jpg
63,33,4,36,23,33,59183,16559,27.98,100.0,6.35,57.14,36.51,3,3,9,high,0,DNMT3A_2898_block1.jpg_x2304_y1280.jpg,DNMT3A_2898_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_2898_block1.jpg_x2304_y1280.jpg
44,26,8,24,12,26,58827,17049,28.98,100.0,18.18,54.55,27.27,3,3,9,high,0,DNMT3A_2898_block1.jpg_x2304_y768.jpg,DNMT3A_2898_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_2898_block1.jpg_x2304_y768.jpg
76,45,39,28,9,45,58070,15946,27.46,100.0,51.32,36.84,11.84,3,3,9,high,0,DNMT3A_2898_block1.jpg_x512_y1280.jpg,DNMT3A_2898_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_2898_block1.jpg_x512_y1280.jpg
64,37,29,26,9,37,60168,17011,28.27,100.0,45.31,40.62,14.06,3,3,9,high,0,DNMT3A_2898_block1.jpg_x512_y1536.jpg,DNMT3A_2898_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_2898_block1.jpg_x512_y1536.jpg
43,32,38,1,4,32,52707,9459,17.95,100.0,88.37,2.33,9.3,2,3,6,high,0,DNMT3A_3257_block1.jpg_x1024_y1024.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x1024_y1024.jpg
62,62,53,7,2,62,53366,13551,25.39,100.0,85.48,11.29,3.23,2,3,6,high,0,DNMT3A_3257_block1.jpg_x1024_y1280.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x1024_y1280.jpg
38,55,30,7,1,55,55405,15995,28.87,100.0,78.95,18.42,2.63,2,3,6,high,0,DNMT3A_3257_block1.jpg_x1024_y1536.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x1024_y1536.jpg
47,54,42,1,4,54,52270,13226,25.3,100.0,89.36,2.13,8.51,2,3,6,high,0,DNMT3A_3257_block1.jpg_x1024_y1792.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x1024_y1792.jpg
15,22,12,3,0,22,47659,5119,10.74,100.0,80.0,20.0,0.0,2,3,6,high,0,DNMT3A_3257_block1.jpg_x1024_y256.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x1024_y256.jpg
14,24,13,1,0,24,54459,14529,26.68,100.0,92.86,7.14,0.0,1,3,3,low,0,DNMT3A_3257_block1.jpg_x1280_y1024.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x1280_y1024.jpg
24,48,22,1,1,48,52536,8780,16.71,100.0,91.67,4.17,4.17,2,3,6,high,0,DNMT3A_3257_block1.jpg_x1280_y1280.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x1280_y1280.jpg
48,65,44,3,1,65,54756,15677,28.63,100.0,91.67,6.25,2.08,1,3,3,low,0,DNMT3A_3257_block1.jpg_x1280_y1536.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x1280_y1536.jpg
55,55,49,5,1,55,55877,15818,28.31,100.0,89.09,9.09,1.82,2,3,6,high,0,DNMT3A_3257_block1.jpg_x1280_y1792.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x1280_y1792.jpg
54,50,49,5,0,49,51972,12446,23.95,98.0,90.74,9.26,0.0,2,3,6,high,0,DNMT3A_3257_block1.jpg_x1280_y2048.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x1280_y2048.jpg
3,12,2,0,1,12,48562,2625,5.41,100.0,66.67,0.0,33.33,3,3,9,high,0,DNMT3A_3257_block1.jpg_x1280_y256.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x1280_y256.jpg
24,25,14,8,2,25,47469,7363,15.51,100.0,58.33,33.33,8.33,2,3,6,high,0,DNMT3A_3257_block1.jpg_x1280_y512.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x1280_y512.jpg
15,29,12,3,0,29,52068,13647,26.21,100.0,80.0,20.0,0.0,2,3,6,high,0,DNMT3A_3257_block1.jpg_x1280_y768.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x1280_y768.jpg
16,13,11,4,1,13,50975,7869,15.44,100.0,68.75,25.0,6.25,2,3,6,high,0,DNMT3A_3257_block1.jpg_x1536_y1024.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x1536_y1024.jpg
35,42,29,4,2,42,50349,7361,14.62,100.0,82.86,11.43,5.71,2,3,6,high,0,DNMT3A_3257_block1.jpg_x1536_y1280.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x1536_y1280.jpg
60,55,49,7,4,55,53410,11244,21.05,100.0,81.67,11.67,6.67,2,3,6,high,0,DNMT3A_3257_block1.jpg_x1536_y1536.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x1536_y1536.jpg
89,78,75,12,2,78,56369,16082,28.53,100.0,84.27,13.48,2.25,2,3,6,high,0,DNMT3A_3257_block1.jpg_x1536_y1792.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x1536_y1792.jpg
69,82,68,1,0,82,52746,9470,17.95,100.0,98.55,1.45,0.0,1,3,3,low,0,DNMT3A_3257_block1.jpg_x1536_y2048.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x1536_y2048.jpg
25,27,9,7,9,27,56247,16517,29.37,100.0,36.0,28.0,36.0,3,3,9,high,0,DNMT3A_3257_block1.jpg_x1536_y512.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x1536_y512.jpg
28,35,26,1,1,35,54059,12808,23.69,100.0,92.86,3.57,3.57,2,3,6,high,0,DNMT3A_3257_block1.jpg_x1536_y768.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x1536_y768.jpg
27,40,22,4,1,40,55520,16305,29.37,100.0,81.48,14.81,3.7,2,3,6,high,0,DNMT3A_3257_block1.jpg_x1792_y1024.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x1792_y1024.jpg
37,45,34,3,0,45,48446,10815,22.32,100.0,91.89,8.11,0.0,1,3,3,low,0,DNMT3A_3257_block1.jpg_x1792_y1280.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x1792_y1280.jpg
43,41,38,4,1,41,50794,8234,16.21,100.0,88.37,9.3,2.33,2,3,6,high,0,DNMT3A_3257_block1.jpg_x1792_y1536.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x1792_y1536.jpg
23,52,18,3,2,52,51045,7903,15.48,100.0,78.26,13.04,8.7,2,3,6,high,0,DNMT3A_3257_block1.jpg_x1792_y1792.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x1792_y1792.jpg
36,45,31,2,3,45,47360,6614,13.97,100.0,86.11,5.56,8.33,2,3,6,high,0,DNMT3A_3257_block1.jpg_x1792_y2048.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x1792_y2048.jpg
44,42,36,4,4,42,49257,7302,14.82,100.0,81.82,9.09,9.09,2,3,6,high,0,DNMT3A_3257_block1.jpg_x1792_y2304.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x1792_y2304.jpg
16,21,16,0,0,21,31910,7242,22.7,100.0,100.0,0.0,0.0,1,3,3,low,0,DNMT3A_3257_block1.jpg_x1792_y2560.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x1792_y2560.jpg
19,26,16,2,1,26,50949,13416,26.33,100.0,84.21,10.53,5.26,2,3,6,high,0,DNMT3A_3257_block1.jpg_x1792_y512.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x1792_y512.jpg
32,39,24,7,1,39,54480,13464,24.71,100.0,75.0,21.88,3.12,2,3,6,high,0,DNMT3A_3257_block1.jpg_x1792_y768.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x1792_y768.jpg
26,40,18,5,3,40,48940,11036,22.55,100.0,69.23,19.23,11.54,3,3,9,high,0,DNMT3A_3257_block1.jpg_x2048_y1024.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x2048_y1024.jpg
42,33,34,6,2,33,54168,15685,28.96,100.0,80.95,14.29,4.76,2,3,6,high,0,DNMT3A_3257_block1.jpg_x2048_y1280.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x2048_y1280.jpg
33,35,30,2,1,35,50836,9572,18.83,100.0,90.91,6.06,3.03,2,3,6,high,0,DNMT3A_3257_block1.jpg_x2048_y1536.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x2048_y1536.jpg
32,45,29,2,1,45,53858,7411,13.76,100.0,90.62,6.25,3.12,2,3,6,high,0,DNMT3A_3257_block1.jpg_x2048_y1792.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x2048_y1792.jpg
27,31,24,1,2,31,55614,15860,28.52,100.0,88.89,3.7,7.41,2,3,6,high,0,DNMT3A_3257_block1.jpg_x2048_y2048.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x2048_y2048.jpg
29,29,24,4,1,29,52377,15043,28.72,100.0,82.76,13.79,3.45,2,3,6,high,0,DNMT3A_3257_block1.jpg_x2048_y2304.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x2048_y2304.jpg
19,42,15,4,0,42,51659,6650,12.87,100.0,78.95,21.05,0.0,2,3,6,high,0,DNMT3A_3257_block1.jpg_x2048_y768.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x2048_y768.jpg
27,33,24,1,2,33,53127,14020,26.39,100.0,88.89,3.7,7.41,2,3,6,high,0,DNMT3A_3257_block1.jpg_x2304_y1024.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x2304_y1024.jpg
23,24,21,2,0,24,49172,7660,15.58,100.0,91.3,8.7,0.0,2,3,6,high,0,DNMT3A_3257_block1.jpg_x2304_y1280.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x2304_y1280.jpg
29,41,23,6,0,41,50168,13720,27.35,100.0,79.31,20.69,0.0,2,3,6,high,0,DNMT3A_3257_block1.jpg_x2304_y1536.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x2304_y1536.jpg
26,36,21,4,1,35,46761,13592,29.07,97.22,80.77,15.38,3.85,2,3,6,high,0,DNMT3A_3257_block1.jpg_x2304_y1792.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x2304_y1792.jpg
27,44,24,1,2,44,44804,6213,13.87,100.0,88.89,3.7,7.41,2,3,6,high,0,DNMT3A_3257_block1.jpg_x2304_y2048.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x2304_y2048.jpg
18,27,13,3,2,27,23477,5368,22.86,100.0,72.22,16.67,11.11,2,3,6,high,0,DNMT3A_3257_block1.jpg_x2304_y2304.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x2304_y2304.jpg
43,46,35,4,4,46,50984,6338,12.43,100.0,81.4,9.3,9.3,2,3,6,high,0,DNMT3A_3257_block1.jpg_x2304_y768.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x2304_y768.jpg
18,30,15,3,0,30,33489,7976,23.82,100.0,83.33,16.67,0.0,2,3,6,high,0,DNMT3A_3257_block1.jpg_x2560_y1024.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x2560_y1024.jpg
24,24,21,3,0,24,34002,6170,18.15,100.0,87.5,12.5,0.0,2,3,6,high,0,DNMT3A_3257_block1.jpg_x2560_y1280.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x2560_y1280.jpg
15,23,11,4,0,22,40906,10895,26.63,95.65,73.33,26.67,0.0,2,3,6,high,0,DNMT3A_3257_block1.jpg_x2560_y1536.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x2560_y1536.jpg
19,17,15,2,2,17,26294,6452,24.54,100.0,78.95,10.53,10.53,2,3,6,high,0,DNMT3A_3257_block1.jpg_x2560_y1792.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x2560_y1792.jpg
24,39,22,1,1,39,19673,3844,19.54,100.0,91.67,4.17,4.17,1,3,3,low,0,DNMT3A_3257_block1.jpg_x2560_y768.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x2560_y768.jpg
26,37,24,2,0,37,44168,9356,21.18,100.0,92.31,7.69,0.0,1,3,3,low,0,DNMT3A_3257_block1.jpg_x256_y1792.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x256_y1792.jpg
35,44,30,3,2,44,51036,11435,22.41,100.0,85.71,8.57,5.71,2,3,6,high,0,DNMT3A_3257_block1.jpg_x512_y1280.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x512_y1280.jpg
53,50,47,6,0,50,56020,15989,28.54,100.0,88.68,11.32,0.0,2,3,6,high,0,DNMT3A_3257_block1.jpg_x512_y1536.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x512_y1536.jpg
43,59,40,2,1,58,55001,14565,26.48,98.31,93.02,4.65,2.33,1,3,3,low,0,DNMT3A_3257_block1.jpg_x512_y1792.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x512_y1792.jpg
60,69,59,0,1,69,56094,16120,28.74,100.0,98.33,0.0,1.67,1,3,3,low,0,DNMT3A_3257_block1.jpg_x512_y2048.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x512_y2048.jpg
23,24,17,4,2,24,49727,14552,29.26,100.0,73.91,17.39,8.7,2,3,6,high,0,DNMT3A_3257_block1.jpg_x768_y1024.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x768_y1024.jpg
54,54,45,6,3,54,53747,15450,28.75,100.0,83.33,11.11,5.56,2,3,6,high,0,DNMT3A_3257_block1.jpg_x768_y1280.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x768_y1280.jpg
51,68,40,8,3,68,56362,16132,28.62,100.0,78.43,15.69,5.88,2,3,6,high,0,DNMT3A_3257_block1.jpg_x768_y1536.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x768_y1536.jpg
54,63,48,4,2,63,56774,16252,28.63,100.0,88.89,7.41,3.7,2,3,6,high,0,DNMT3A_3257_block1.jpg_x768_y1792.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x768_y1792.jpg
68,66,57,9,2,66,54106,15011,27.74,100.0,83.82,13.24,2.94,2,3,6,high,0,DNMT3A_3257_block1.jpg_x768_y2048.jpg,DNMT3A_3257_block1.jpg,260509-HPA_DNMT3a_Patches影像檔案\256\0\DNMT3A_3257_block1.jpg_x768_y2048.jpg
